elevation,slope,aspect,tpi,ndvi,ndmi,ndwi,mndwi,ndfi,evi,ibi,ndbi,ui,mvi,nbr,savi,evi2,bui,kndvi
610,5,281,-11,2267,-1868,-3247,-4824,-10000,1110,-1,1868,1090,516,-1090,1140,1029,-4763,205
589,2,116,5,8449,2579,-7432,-6005,8700,5224,6126,-2579,-6017,1929,6017,4769,4776,-11580,3855
689,6,231,3,4876,1206,-5050,-4094,4545,2782,3082,-1206,-3348,1473,3348,2829,2691,-6134,1469
522,7,82,0,6538,1467,-6125,-5119,5721,4161,3638,-1467,-4043,1513,4043,3744,3649,-8349,2506
582,3,252,-10,7460,1753,-6394,-5228,6152,5195,7301,-1753,-4296,1623,4296,4693,4728,-9328,4260
619,2,117,6,8475,3502,-7517,-5448,9681,5737,9415,-3502,-6558,2533,6558,5243,5356,-11044,5030
555,1,0,0,7894,3055,-7062,-5104,9355,4315,6996,-3055,-6264,2315,6264,4040,3942,-10346,2570
622,3,288,1,6377,863,-5746,-5137,5018,3478,-273,-863,-4073,1281,4073,3347,3209,-9165,1830
665,5,0,-2,6435,758,-5920,-5410,3834,3884,-1129,-758,-3042,1241,3042,3689,3595,-8340,2464
669,7,157,15,6988,2130,-6547,-5134,6931,4331,5481,-2130,-4593,1846,4593,4078,4016,-8525,3005
573,6,231,-3,8041,2463,-7061,-5567,8485,4520,5711,-2463,-5649,1922,5649,4197,4116,-10653,2802
547,4,104,-4,7807,2761,-7068,-5345,8735,4642,6976,-2761,-5750,2118,5750,4387,4347,-9998,3308
562,5,233,4,6701,1455,-6051,-5035,6566,3547,2101,-1455,-4508,1534,4508,3350,3209,-9142,1781
653,4,256,1,7189,1893,-6422,-5153,6957,4286,5513,-1893,-4591,1692,4591,4068,3997,-9086,2891
569,2,153,8,7633,2772,-6931,-5144,8632,4680,7417,-2772,-5737,2151,5737,4359,4321,-9704,3331
473,3,236,-9,7984,2614,-7280,-5762,8675,4582,5663,-2614,-5776,1969,5776,4315,4254,-10512,3060
566,4,284,1,6683,1551,-5800,-4669,6761,3711,4403,-1551,-4697,1577,4697,3467,3332,-9123,1932
575,9,37,-6,8079,2761,-7346,-5751,8790,5030,6849,-2761,-5808,2047,5808,4722,4735,-10478,3939
663,5,211,4,7660,2555,-6809,-5149,8491,4338,6458,-2555,-5632,2011,5632,4051,3959,-9942,2655
652,7,173,6,7709,2621,-6824,-5119,8560,4700,7268,-2621,-5746,2050,5746,4287,4231,-10057,3116
585,7,67,-7,7966,2527,-7194,-5696,8487,4695,5737,-2527,-5724,1944,5724,4344,4290,-10540,3143
673,3,288,-5,5916,584,-5464,-5042,4550,3000,-3115,-584,-3658,1187,3658,2899,2736,-8667,1285
657,4,166,-1,8056,3211,-7150,-5110,9226,4797,8294,-3211,-6049,2404,6049,4514,4485,-10054,3462
704,5,239,8,6292,2008,-5517,-3946,7464,3779,8019,-2008,-4644,1889,4644,3505,3386,-7815,2128
625,5,135,4,7541,2183,-6666,-5245,7757,4404,5663,-2183,-5197,1832,5197,4099,4022,-9836,2821
711,4,297,2,6320,1420,-5427,-4341,5635,3574,4811,-1420,-3420,1548,3420,3348,3211,-7485,1841
734,5,307,2,6696,1478,-5925,-4870,6118,3935,4043,-1478,-4168,1537,4168,3656,3542,-8670,2258
524,7,326,-8,7701,2818,-6650,-4710,8462,5210,9741,-2818,-5574,2245,5574,4643,4656,-9497,3981
613,2,90,-6,7321,2241,-6641,-5166,7664,4601,6458,-2241,-5114,1863,5114,4232,4182,-9325,3193
636,2,333,-3,5932,580,-5620,-5221,4164,3029,-4283,-580,-3263,1186,3263,2958,2800,-8315,1365
556,1,45,0,7896,3141,-7028,-4995,9424,5028,8743,-3141,-6239,2379,6239,4562,4549,-10181,3651
652,4,194,-8,7855,2599,-7022,-5439,8486,4800,6701,-2599,-5792,2003,5792,4418,4384,-10418,3358
569,5,191,-16,7683,2506,-6777,-5142,8363,4676,7036,-2506,-5622,1990,5622,4269,4212,-10043,3095
700,2,0,-6,5387,433,-4971,-4631,3746,3013,-4608,-433,-3299,1158,3299,2786,2630,-7986,1257
613,0,0,4,8134,2843,-7262,-5551,8920,5049,7122,-2843,-5935,2139,5935,4609,4598,-10575,3656
649,6,288,2,8047,3112,-7139,-5176,9150,5220,8710,-3112,-6012,2329,6012,4743,4761,-10154,4013
567,13,21,6,7979,3039,-6962,-4975,9194,4973,8685,-3039,-6185,2317,6185,4548,4529,-10394,3574
534,11,0,15,7975,2553,-7033,-5474,8404,5059,7070,-2553,-5765,1971,5765,4601,4595,-10597,3709
712,2,270,2,4805,-166,-5015,-5140,1209,2641,-13528,166,-2550,952,2550,2663,2515,-7639,1235
607,3,146,-5,6326,807,-5728,-5156,4880,3523,-702,-807,-4097,1263,4097,3339,3201,-9219,1829
532,11,81,-7,7767,2402,-7012,-5547,8208,4694,5988,-2402,-5760,1889,5760,4353,4307,-10489,3240
684,4,315,-3,7617,2470,-6712,-5082,8300,4504,6801,-2470,-5502,1981,5502,4148,4073,-9846,2866
672,4,135,-3,4993,-290,-5172,-5380,1412,2629,-15723,290,-2552,922,2552,2617,2461,-8032,1130
675,4,104,11,7756,3164,-6849,-4704,9287,4738,8896,-3164,-6021,2456,6021,4333,4283,-9616,3199
589,9,299,-3,8159,2740,-7090,-5405,8723,5331,8032,-2740,-6002,2077,6002,4807,4834,-10899,4100
621,3,315,2,5834,1540,-5174,-3946,6458,3503,5992,-1540,-4339,1658,4339,3247,3116,-7742,1839
631,2,180,0,4979,-682,-4954,-5449,-297,2740,-25857,682,-1752,823,1752,2623,2469,-7891,1153
717,5,315,0,6745,1668,-5721,-4448,6321,4430,6708,-1668,-4224,1728,4224,3949,3876,-8445,2841
692,3,326,15,7095,1868,-6399,-5148,6975,4118,4859,-1868,-4499,1677,4499,3856,3756,-8903,2490
507,3,108,-1,7255,3133,-6412,-4095,9390,5048,10562,-3133,-5933,2616,5933,4299,4265,-8793,3386
679,3,288,-3,7520,2202,-6745,-5336,7709,4609,5950,-2202,-5304,1815,5304,4209,4147,-9886,3040
707,3,252,22,4152,-511,-4630,-5023,-545,2341,-22525,511,-2083,854,2083,2356,2210,-7134,996
609,5,270,4,6544,1173,-5848,-5022,5064,3918,2780,-1173,-3656,1398,3656,3688,3586,-8414,2389
650,9,161,-8,6979,1770,-5986,-4720,6634,4311,6523,-1770,-4595,1676,4595,3981,3905,-9039,2799
670,5,217,23,7661,3050,-6987,-4997,9080,4289,7466,-3050,-5835,2339,5835,4124,4045,-9405,2816
528,8,194,-10,8162,3152,-7404,-5543,9327,5022,7730,-3152,-6197,2297,6197,4738,4750,-10535,3928
675,6,108,11,7184,2043,-6222,-4786,7239,4407,7039,-2043,-4885,1796,4885,4079,4009,-9179,2908
601,3,108,0,7675,2362,-6794,-5280,7908,4985,7176,-2362,-5525,1895,5525,4504,4490,-10134,3631
535,3,108,-5,7771,2506,-6987,-5441,8445,4487,5898,-2506,-5679,1956,5679,4169,4093,-10245,2858
637,4,104,-5,5687,-230,-5479,-5633,2253,2860,-14495,230,-2673,942,2673,2860,2699,-8723,1280
655,5,217,15,4881,94,-5078,-5008,1347,2817,-9821,-94,-2401,1039,2401,2758,2619,-7147,1381
701,2,180,-4,7286,1617,-6131,-5022,6528,4297,5182,-1617,-4579,1577,4579,3982,3894,-9645,2666
602,3,72,6,8000,2934,-7166,-5349,8925,5196,8027,-2934,-6026,2214,6026,4734,4753,-10374,4028
564,4,135,-1,4917,-6,-5022,-5025,2150,2483,-10241,6,-2646,1000,2646,2538,2380,-7576,1040
679,1,225,5,5743,532,-5814,-5447,4245,2913,-4455,-532,-3623,1166,3623,2936,2780,-8535,1371
558,2,90,10,7654,2551,-6860,-5222,8412,4540,6747,-2551,-5707,2005,5707,4243,4183,-10044,3059
678,1,180,4,7629,2969,-6729,-4698,9023,4621,8466,-2969,-5751,2333,5751,4194,4127,-9387,2969
589,2,270,0,6328,456,-5833,-5524,4420,3191,-4615,-456,-3600,1135,3600,3113,2954,-9250,1480
558,5,191,-2,7932,3440,-7125,-4880,9644,5070,9349,-3440,-6378,2621,6378,4646,4651,-9945,3845
567,6,90,5,4870,-221,-5262,-5435,1421,2510,-15858,221,-2454,941,2454,2512,2356,-7729,1032
568,3,72,-2,7030,2254,-6185,-4567,7739,4234,7781,-2254,-5215,1933,5215,4000,3925,-9040,2817
673,3,108,18,8133,3021,-7180,-5311,9134,5139,8244,-3021,-6131,2251,6131,4730,4741,-10595,3924
647,4,166,1,7865,2914,-6973,-5085,8879,4875,8019,-2914,-5779,2240,5779,4460,4430,-9859,3434
572,6,198,-11,7949,2714,-7119,-5461,8830,4526,6498,-2714,-5984,2057,5984,4313,4253,-10582,3073
539,1,225,7,6699,1115,-5986,-5226,5453,3706,1281,-1115,-3781,1365,3781,3511,3381,-8829,2001
677,6,270,-1,6917,1826,-5890,-4552,7073,3925,6049,-1826,-4688,1716,4688,3656,3536,-8956,2183
532,14,8,0,7934,2561,-7019,-5435,8655,4556,5941,-2561,-5903,1986,5903,4143,4058,-10687,2744
627,2,180,1,5001,-747,-5199,-5720,536,2403,-26171,747,-1937,810,1937,2410,2244,-8183,880
689,7,225,1,7675,2608,-6950,-5307,8516,4386,6323,-2608,-5574,2024,5574,4151,4076,-9807,2867
682,3,199,16,6132,1153,-5800,-4979,5154,3308,1484,-1153,-3296,1393,3296,3263,3124,-7587,1759
491,6,10,-10,5261,229,-5048,-4867,2552,2917,-6342,-229,-2743,1081,2743,2806,2655,-7631,1319
592,9,198,-7,8095,2896,-7313,-5608,9039,4710,6419,-2896,-6044,2151,6044,4377,4327,-10646,3168
621,10,270,3,7564,2437,-6693,-5081,8210,4531,6956,-2437,-5528,1963,5528,4205,4141,-9854,3015
655,13,274,0,7708,2432,-6809,-5246,8267,4437,6344,-2432,-5484,1937,5484,4154,4078,-10020,2846
659,8,250,-3,7331,2000,-6563,-5262,7570,4006,4537,-2000,-5169,1727,5169,3778,3661,-9810,2268
683,4,256,0,5942,732,-5509,-4976,4595,3287,-1166,-732,-3965,1239,3965,3139,2993,-8777,1618
610,3,56,-2,7924,3010,-6980,-5028,9111,4881,8585,-3010,-6114,2289,6114,4566,4553,-10260,3644
623,6,261,-7,6353,1586,-5517,-4307,5875,4257,7820,-1586,-4436,1630,4436,3919,3857,-8371,2999
560,12,135,11,8066,3061,-7263,-5396,8856,5428,8694,-3061,-5817,2287,5817,4997,5070,-10035,4656
636,2,207,-1,7844,2759,-6911,-5135,8767,4895,7645,-2759,-5889,2125,5889,4401,4361,-10237,3309
491,1,315,-6,5367,-330,-5240,-5475,1647,2750,-16866,330,-2335,912,2335,2651,2489,-8245,1098
524,5,149,-7,8127,3022,-7200,-5337,9111,5134,7998,-3022,-6228,2264,6228,4688,4693,-10747,3837
638,5,143,15,5700,1112,-5435,-4596,5013,3011,1378,-1112,-3354,1408,3354,2966,2813,-7225,1431
555,4,207,-9,6137,204,-5662,-5512,3203,3414,-8369,-204,-3145,1074,3145,3196,3052,-8994,1670
652,6,309,0,5883,743,-5533,-5011,4522,3092,-3632,-743,-3535,1268,3535,2967,2818,-8326,1446
624,1,45,0,6663,1636,-5822,-4615,6470,3821,5083,-1636,-4264,1639,4264,3581,3460,-8457,2134
616,2,27,3,5017,452,-4684,-4323,2504,2757,-3139,-452,-2354,1159,2354,2655,2501,-6597,1173
533,6,321,3,7469,2487,-6611,-4932,8331,4319,7023,-2487,-5504,2010,5504,4068,3986,-9617,2768
578,1,315,14,8001,3289,-7283,-5247,9377,5114,8619,-3289,-6305,2437,6305,4769,4795,-10201,4109
632,5,53,3,3235,-1251,-4304,-5273,-5855,1395,-32768,1251,6,678,-6,1501,1362,-5559,331
599,1,90,-9,7316,2469,-6636,-4983,8319,4196,6651,-2469,-5583,1989,5583,3987,3898,-9525,2659
641,6,342,1,7886,3292,-7002,-4819,9273,4977,9384,-3292,-6055,2519,6055,4608,4605,-9660,3769
649,3,214,5,8054,3011,-7107,-5211,9206,4559,7434,-3011,-6051,2259,6051,4327,4266,-10376,3058
691,4,225,4,8131,2777,-7197,-5526,8869,4933,7194,-2777,-5876,2081,5876,4618,4607,-10625,3664
613,2,64,-3,7922,2947,-7089,-5231,8967,4977,8012,-2947,-6023,2226,6023,4585,4577,-10228,3708
565,3,18,4,8003,2723,-7201,-5562,8657,5073,7032,-2723,-5822,2063,5822,4636,4634,-10417,3783
561,7,60,-4,8014,2991,-7243,-5425,9077,4792,7098,-2991,-6087,2225,6087,4427,4385,-10389,3291
690,10,95,-2,8355,2932,-7524,-5894,8988,5705,7845,-2932,-5893,2121,5893,5189,5295,-10762,4968
685,3,72,-5,6038,1014,-5346,-4578,4437,3637,2853,-1014,-3542,1364,3542,3453,3338,-7976,2134
603,4,45,-3,7817,2303,-6616,-5096,7960,4825,7469,-2303,-5609,1892,5609,4457,4430,-10555,3459
694,2,180,-3,8008,2966,-7060,-5158,9137,4695,7592,-2966,-6108,2283,6108,4360,4307,-10434,3151
647,11,265,0,7039,1772,-6265,-5065,6824,4223,4418,-1772,-4907,1663,4907,3856,3761,-9495,2527
638,1,135,9,6029,1049,-5384,-4594,4451,3749,2548,-1049,-3926,1394,3926,3584,3489,-8352,2424
663,5,112,-3,7650,2981,-6504,-4371,9248,4777,9981,-2981,-6155,2413,6155,4365,4326,-9933,3320
582,1,225,9,8399,3245,-7469,-5573,9541,5144,7566,-3245,-6519,2349,6519,4681,4672,-11240,3681
703,6,90,5,7871,2618,-6942,-5283,8513,4791,7106,-2618,-5643,2031,5643,4404,4364,-10158,3312
576,10,139,18,8291,3048,-7409,-5637,9397,5182,7350,-3048,-6408,2220,6408,4705,4706,-11201,3784
688,1,225,5,4646,-250,-4787,-4979,888,2514,-15267,250,-2220,927,2220,2432,2276,-7301,972
690,6,72,8,4345,-460,-4577,-4934,-1196,2244,-20650,460,-1044,866,1044,2267,2112,-6210,839
673,3,326,-1,6792,1226,-5812,-4938,6099,3798,2452,-1226,-4463,1423,4463,3452,3312,-9497,1874
603,1,315,4,4461,-924,-5118,-5763,147,1954,-27767,924,-1680,772,1680,2025,1859,-7737,585
633,5,158,8,7857,2903,-6903,-4998,8941,5004,8562,-2903,-6077,2240,6077,4562,4551,-10270,3675
558,3,341,-3,5937,871,-5355,-4707,4368,3275,668,-871,-3354,1300,3354,3197,3060,-7913,1725
639,1,45,-7,7740,2813,-6799,-4930,8918,4645,7910,-2813,-5850,2190,5850,4267,4207,-9938,3061
593,2,27,-9,7155,1448,-6339,-5400,6542,3896,1819,-1448,-4709,1501,4709,3642,3520,-9943,2130
551,5,281,-6,8128,3648,-7463,-5244,9618,5322,9277,-3648,-6496,2677,6496,4977,5045,-10109,4567
564,11,31,-4,7780,2798,-7087,-5357,8710,4510,6788,-2798,-5720,2129,5720,4326,4278,-9868,3189
591,5,11,-10,7708,2416,-6882,-5356,8157,4757,6652,-2416,-5761,1915,5761,4387,4349,-10390,3339
661,8,111,10,7761,3126,-6945,-4881,8975,5033,9061,-3126,-5819,2399,5819,4587,4589,-9441,3806
577,5,45,-9,5712,959,-5383,-4665,4533,3131,917,-959,-3326,1333,3326,3069,2924,-7474,1577
617,3,304,-12,8218,3569,-7270,-4996,9659,5836,10716,-3569,-6573,2676,6573,5247,5374,-10498,5231
554,4,256,-4,7995,3074,-6983,-4964,9413,4995,8496,-3074,-6292,2369,6292,4479,4447,-10527,3418
665,12,113,-7,7338,1950,-6498,-5207,7537,3955,4556,-1950,-5151,1713,5151,3772,3654,-9845,2258
600,2,333,-7,6233,503,-5370,-5006,3196,3904,-1681,-503,-3478,1159,3478,3665,3571,-8956,2481
586,0,0,-3,7732,3005,-6948,-4984,9154,4580,7945,-3005,-6079,2300,6079,4298,4244,-9914,3138
658,5,259,-6,7865,2962,-6798,-4781,9293,4674,8305,-2962,-6202,2355,6202,4267,4203,-10346,3022
568,4,180,-8,7444,2163,-6570,-5136,7328,4929,7313,-2163,-5063,1814,5063,4464,4450,-9550,3665
621,7,90,-12,7651,2554,-6888,-5257,8421,4549,6473,-2554,-5585,2001,5585,4165,4093,-9872,2893
549,3,72,0,5552,394,-5128,-4835,3487,3368,-3355,-394,-2982,1129,2982,3073,2935,-7896,1644
587,7,230,-14,7748,2983,-6804,-4796,9145,4788,8789,-2983,-6081,2312,6081,4411,4376,-9986,3378
634,7,315,-1,7486,2351,-6639,-5081,8003,4317,6287,-2351,-5140,1922,5140,4041,3955,-9415,2715
669,6,161,5,7186,2234,-6480,-4963,7906,4089,5886,-2234,-5242,1873,5242,3819,3710,-9304,2384
608,4,0,-1,7205,2055,-6355,-4949,6818,4969,7859,-2055,-4690,1782,4690,4454,4450,-8964,3791
511,2,90,-1,7977,2972,-7038,-5139,9015,5089,8506,-2972,-6033,2256,6033,4653,4655,-10294,3826
642,8,135,-5,8102,3313,-7048,-4870,9331,5143,9550,-3313,-6154,2519,6154,4712,4720,-10114,3898
610,6,351,-6,7543,2295,-6790,-5325,7904,4380,6014,-2295,-5034,1857,5034,4181,4114,-9442,2963
643,5,259,-6,5916,459,-5482,-5159,4108,2982,-4854,-459,-3109,1152,3109,2842,2679,-8345,1229
491,3,214,-1,7109,1083,-6251,-5555,5258,4237,1261,-1083,-3793,1342,3793,3902,3813,-9382,2602
552,7,173,-5,4840,437,-5095,-4764,2563,2490,-4150,-437,-2360,1141,2360,2649,2498,-6441,1201
628,4,64,-13,8145,2769,-7374,-5787,8889,4931,6481,-2769,-6003,2052,6003,4625,4616,-10819,3684
587,4,116,-2,5662,-153,-5528,-5633,2530,2823,-12435,153,-2710,958,2710,2798,2634,-8617,1205
615,2,207,-9,4975,293,-5306,-5088,2772,2654,-6399,-293,-3151,1097,3151,2767,2623,-7645,1354
653,1,225,-5,6792,1465,-6064,-5055,6323,3835,3234,-1465,-4635,1514,4635,3602,3481,-9338,2143
627,3,252,-5,8286,3183,-7228,-5245,9414,5046,8287,-3183,-6224,2376,6224,4636,4626,-10715,3656
579,3,18,3,8117,3092,-7247,-5351,9200,4999,8097,-3092,-6185,2295,6185,4707,4715,-10540,3883
613,5,233,-6,6098,886,-5345,-4684,4839,3527,498,-886,-3765,1319,3765,3246,3114,-8532,1812
546,6,90,8,7868,2645,-7071,-5443,8621,4676,6692,-2645,-5790,2024,5790,4403,4362,-10316,3306
605,5,217,-7,5605,336,-5228,-4978,3420,2987,-5014,-336,-3361,1106,3361,2950,2799,-8430,1429
590,7,320,-3,7770,2597,-6597,-4826,8538,4779,8346,-2597,-5805,2079,5805,4358,4311,-10258,3244
651,1,315,0,5965,281,-5614,-5419,3618,3150,-6436,-281,-3249,1084,3249,3010,2854,-8780,1433
561,3,236,-10,4898,-143,-5312,-5413,1374,2352,-13140,143,-1735,966,1735,2452,2290,-6889,949
602,3,326,-3,7943,2730,-7039,-5332,8789,4557,6611,-2730,-5925,2093,5925,4246,4177,-10471,2948
651,1,0,-6,7621,2305,-6705,-5202,8209,4140,5515,-2305,-5479,1879,5479,3871,3755,-10080,2338
604,2,333,7,5632,1441,-5312,-4193,5425,3163,4484,-1441,-3479,1570,3479,3101,2962,-6710,1656
586,17,332,-7,7479,2147,-6646,-5231,7700,4319,5158,-2147,-5182,1854,5182,4066,3987,-9823,2780
605,3,199,8,6768,1773,-6106,-4852,6667,3887,4872,-1773,-4538,1684,4538,3754,3653,-8708,2437
546,3,108,-7,7512,2443,-6793,-5217,8033,4680,7140,-2443,-5413,1944,5413,4403,4376,-9632,3478
704,6,351,-8,5551,191,-5227,-5084,3419,2779,-8014,-191,-2962,1064,2962,2669,2501,-8219,1074
559,5,281,2,6786,1044,-6145,-5451,5847,3516,-114,-1044,-4255,1331,4255,3329,3177,-9544,1686
610,5,259,12,6726,1120,-6004,-5236,5441,3786,1497,-1120,-3875,1368,3875,3582,3459,-8945,2114
588,3,198,-18,7976,3151,-7039,-5017,9390,4927,8669,-3151,-6274,2385,6274,4534,4514,-10364,3545
526,6,189,-9,7564,2424,-6711,-5123,7960,4968,7814,-2424,-5505,1947,5505,4528,4524,-9856,3760
610,10,236,-7,7843,2642,-7023,-5384,8583,4696,6731,-2642,-5707,2026,5707,4355,4307,-10183,3211
626,3,315,-9,2776,-2430,-3644,-5580,-9419,1345,32767,2430,535,454,-535,1375,1248,-6796,293
632,1,225,-1,5411,1388,-5084,-3978,5059,2972,4574,-1388,-3124,1568,3124,2954,2810,-6175,1497
513,2,244,-8,6523,555,-6307,-5969,4599,3405,-4654,-555,-3703,1164,3703,3307,3164,-9443,1740
582,1,45,-3,5686,101,-5103,-5032,2176,3082,-9704,-101,-2310,1037,2310,2997,2849,-7844,1492
669,1,135,0,6586,1270,-5575,-4635,5231,4031,4495,-1270,-3763,1464,3763,3708,3606,-8431,2404
732,5,270,3,5834,485,-5587,-5243,4077,3017,-4076,-485,-3554,1151,3554,3007,2853,-8627,1451
624,5,217,5,6520,1237,-5649,-4750,5489,3661,2819,-1237,-3719,1450,3719,3480,3355,-8390,2026
616,2,90,0,5897,790,-5500,-4922,4135,3195,-770,-790,-2881,1265,2881,3130,2986,-7499,1628
523,5,45,-12,6698,758,-6144,-5656,4722,3685,-2156,-758,-3572,1231,3572,3500,3371,-9181,1999
647,0,0,-2,6570,1467,-5866,-4812,6221,3593,3150,-1467,-4209,1543,4209,3387,3248,-8600,1837
574,5,270,-3,6674,1533,-5945,-4854,6123,3970,4687,-1533,-4480,1556,4480,3751,3652,-8893,2454
614,7,196,-4,7746,2773,-6848,-5030,8691,4825,7932,-2773,-5740,2149,5740,4388,4348,-9863,3322
556,1,270,-12,7566,2527,-6656,-4967,8416,4604,7424,-2527,-5749,2020,5749,4217,4155,-10005,3032
546,10,253,-11,7709,2924,-6770,-4794,9185,4527,8131,-2924,-6132,2279,6132,4192,4121,-10084,2918
609,3,45,-1,5916,1096,-5298,-4458,4455,3548,3621,-1096,-3444,1404,3444,3424,3310,-7593,2132
641,6,180,-6,5874,648,-5330,-4848,4664,3150,-2095,-648,-3639,1215,3639,2921,2760,-8498,1321
637,3,180,8,6642,1349,-5838,-4873,6084,3617,3042,-1349,-4331,1478,4331,3456,3321,-8981,1925
639,0,0,14,7927,2891,-7213,-5460,8713,5427,8139,-2891,-5829,2158,5829,4880,4934,-10072,4440
490,3,90,-10,3878,-1166,-4667,-5532,-1985,1852,-32768,1166,-1215,708,1215,1889,1735,-7175,545
617,2,116,9,5828,746,-5230,-4666,4001,3211,-309,-746,-3028,1254,3028,3099,2953,-7649,1589
707,2,207,3,6800,2167,-5878,-4253,6996,4354,9542,-2167,-4663,1927,4663,4152,4110,-8211,3282
597,2,90,-10,7846,2969,-6935,-4974,9028,4992,8425,-2969,-5982,2314,5982,4502,4480,-9999,3538
617,8,284,10,6603,1289,-5674,-4731,5361,3973,4216,-1289,-3893,1465,3893,3719,3617,-8561,2417
697,4,64,11,7692,2665,-6810,-5069,8356,4950,8417,-2665,-5526,2083,5526,4616,4623,-9695,3900
603,5,281,13,7868,2733,-7157,-5496,8767,4535,6299,-2733,-5909,2077,5909,4285,4225,-10325,3061
569,3,198,-8,7882,3016,-7110,-5214,9050,4694,7679,-3016,-6013,2263,6013,4417,4378,-10041,3326
682,7,157,-3,7812,2600,-6745,-5008,8490,5009,8146,-2600,-5870,2090,5870,4507,4487,-10377,3575
645,3,342,-2,5575,577,-5116,-4675,3840,2899,-2510,-577,-3008,1196,3008,2836,2677,-7641,1274
635,3,225,5,7381,2100,-6510,-5106,7490,4663,6386,-2100,-5274,1791,5274,4180,4119,-9816,3037
559,6,108,-4,8130,3091,-7204,-5269,9240,4987,7940,-3091,-6386,2344,6386,4610,4598,-10819,3653
576,5,301,-16,7953,2341,-7132,-5745,8311,4522,5177,-2341,-5674,1847,5674,4270,4204,-10724,2992
638,4,104,-2,6264,149,-5681,-5581,3362,3498,-7990,-149,-3471,1043,3471,3241,3096,-9514,1688
577,4,244,0,7751,2421,-6620,-5000,8293,4769,7631,-2421,-5793,1958,5793,4345,4297,-10485,3224
600,6,288,-3,4506,-617,-4922,-5375,-569,2278,-24385,617,-1416,835,1416,2341,2183,-7002,889
696,3,45,0,5618,495,-5521,-5167,3467,3172,-3511,-495,-3453,1153,3453,3132,2996,-8281,1712
616,7,214,-10,6927,2422,-5814,-3948,7943,4335,10332,-2422,-4932,2130,4932,4028,3959,-8264,2919
554,4,180,-3,8482,3308,-7369,-5372,9651,5581,8982,-3308,-6688,2416,6688,5017,5076,-11534,4436
601,8,193,-12,6411,748,-5998,-5509,4637,3441,-2547,-748,-3611,1238,3611,3355,3222,-8945,1860
620,1,135,1,8264,3248,-7398,-5466,9277,5958,9357,-3248,-6358,2380,6358,5278,5413,-10788,5283
607,6,0,9,7881,2822,-7122,-5383,8881,4798,7138,-2822,-5982,2125,5982,4437,4401,-10316,3369
727,5,259,10,6357,1225,-5672,-4779,6025,3427,2152,-1225,-4331,1435,4331,3229,3079,-8852,1645
571,4,166,2,6782,1426,-6262,-5313,5839,4048,2866,-1426,-4198,1489,4198,3829,3737,-8904,2570
630,5,22,6,7629,2409,-6697,-5113,8134,4790,7229,-2409,-5624,1940,5624,4335,4291,-10113,3260
530,4,180,0,7586,2947,-6736,-4726,9113,4363,8261,-2947,-6038,2305,6038,4162,4091,-9737,2905
555,3,72,9,5735,-148,-5590,-5688,3207,2579,-12724,148,-2861,965,2861,2616,2441,-8843,983
513,8,250,-16,8140,3328,-7200,-5089,9428,5436,9458,-3328,-6415,2492,6415,4912,4962,-10518,4379
695,4,346,-7,7068,1630,-5998,-4839,6502,4238,5651,-1630,-4634,1601,4634,3928,3839,-9395,2643
589,7,124,2,7835,2916,-6977,-5101,8981,4804,8020,-2916,-6009,2221,6009,4465,4437,-10139,3457
522,4,333,-1,7598,2650,-6765,-5022,8561,4377,7169,-2650,-5647,2084,5647,4136,4060,-9738,2852
652,4,244,-9,7960,2770,-6946,-5170,8583,5268,8620,-2770,-5740,2138,5740,4777,4808,-10201,4159
697,6,198,6,7872,2854,-7154,-5399,8742,5037,7743,-2854,-5873,2151,5873,4682,4696,-10096,3967
609,6,207,8,7546,2569,-6718,-5015,8157,4947,8145,-2569,-5465,2036,5465,4491,4478,-9543,3671
664,5,217,-3,5679,290,-5534,-5330,3084,3157,-5944,-290,-3256,1086,3256,3107,2967,-8475,1648
534,4,333,11,7821,2621,-6986,-5345,8425,5087,7822,-2621,-5898,2022,5898,4702,4722,-10425,4039
516,2,270,-7,8180,3332,-7203,-5090,9404,5503,9784,-3332,-6427,2489,6427,5021,5094,-10599,4639
600,5,202,-4,4753,-631,-5295,-5777,-416,2207,-20758,631,-1767,848,1767,2289,2133,-7706,848
594,3,18,6,4847,-256,-5127,-5311,1552,2383,-14386,256,-2338,929,2338,2462,2301,-7618,962
532,3,180,-4,5567,601,-5177,-4722,3542,3296,-1419,-601,-3329,1201,3329,3107,2971,-7921,1687
588,4,346,5,6567,1376,-5744,-4735,6005,3752,3542,-1376,-4318,1521,4318,3547,3427,-8856,2124
612,4,76,-18,3566,-1230,-3866,-4865,-5416,1571,-32768,1230,-77,665,77,1588,1441,-5902,354
680,2,333,0,7899,3007,-7009,-5069,8867,5252,8926,-3007,-5847,2280,5847,4728,4749,-9864,4055
667,10,345,-3,7225,2257,-6491,-4965,7987,3959,5731,-2257,-5303,1886,5303,3772,3658,-9408,2302
706,7,0,15,8063,3655,-7018,-4521,9856,5072,10283,-3655,-6530,2860,6530,4624,4618,-10022,3718
718,1,315,9,6960,1917,-5942,-4545,6943,4256,7226,-1917,-4632,1760,4632,3929,3843,-8804,2689
661,1,135,-3,7537,2860,-6676,-4710,9123,3966,7053,-2860,-5922,2273,5922,3745,3618,-9637,2155
686,3,18,4,6025,671,-5496,-5011,4016,3377,-1511,-671,-3231,1216,3231,3222,3082,-8198,1728
